%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
117577480915,1797,117577480915,map,193.75289917,-162.034500122,0.253633797169,0.00148566412095,-0.00152809312474,0.707223898273,0.706986432292
117627480916,1798,117627480916,map,193.752792358,-161.573760986,0.253584384918,0.00151526885905,-0.00155445666124,0.707187548688,0.707022671917
117677480917,1799,117677480917,map,193.752670288,-161.102264404,0.253557056189,0.00153225755294,-0.00156857041384,0.707155130781,0.707055028115
117727480918,1800,117727480918,map,193.752639771,-160.620147705,0.253545820713,0.00154002957607,-0.00157344082798,0.707129652028,0.707080481851
117777480918,1801,117777480918,map,193.752593994,-160.127563477,0.253546148539,0.0015410903693,-0.00157195753142,0.707108705973,0.70710142973
117827480919,1802,117827480919,map,193.752548218,-159.62461853,0.253554463387,0.00153758841669,-0.00156551243229,0.707092807763,0.707117349669
117877480920,1803,117877480920,map,193.752532959,-159.111404419,0.253568410873,0.00153083052424,-0.00155616987921,0.707080964387,0.707129227719
117927480921,1804,117927480921,map,193.7525177,-158.588058472,0.253585785627,0.00152228987258,-0.0015446483881,0.707073409766,0.707136825443
117977480921,1805,117977480921,map,193.7525177,-158.054656982,0.253605335951,0.00151186259541,-0.00153273779965,0.707067833107,0.707142449845
118027480922,1806,118027480922,map,193.752502441,-157.511306763,0.253625869751,0.00150103859418,-0.00152004395363,0.707064423609,0.707145909425
118077480923,1807,118077480923,map,193.752502441,-156.958084106,0.253646731377,0.00149000730825,-0.00150713594991,0.707062615078,0.7071477687
118127480924,1808,118127480924,map,193.752502441,-156.395065308,0.253667354584,0.00147849690794,-0.00149487565109,0.707061511154,0.707148922673
118177480924,1809,118177480924,map,193.752502441,-155.822341919,0.253687620163,0.00146751284091,-0.00148276322966,0.707060783355,0.707149698763
118227480925,1810,118227480925,map,193.752502441,-154.648040771,0.253725975752,0.00144670753019,-0.00145931467981,0.707061914994,0.707148658914
118327480927,1811,118327480927,map,193.752502441,-154.046630859,0.253744125366,0.00143648804068,-0.00144871379144,0.707062737166,0.707147879472
118377480927,1812,118377480927,map,193.752502441,-153.435775757,0.253761410713,0.00142685818168,-0.0014387031723,0.707063510897,0.707147145767
118427480928,1813,118427480928,map,193.752502441,-152.815567017,0.2537779212,0.0014176282347,-0.0014287143494,0.707064614009,0.7071460816
118527480930,1815,118527480930,map,193.752502441,-151.547317505,0.253808706999,0.00140007601441,-0.00141077906719,0.707065779955,0.707144986765
118577480930,1816,118577480930,map,193.752502441,-150.899368286,0.253823161125,0.00139215150499,-0.00140209782904,0.70706640927,0.707144390431
118627480931,1817,118627480931,map,193.752502441,-150.245040894,0.253904253244,0.00134566978993,-0.00135560379076,0.707068383148,0.707142597404
118677480932,1818,118677480932,map,193.7525177,-149.591186523,0.254148334265,0.00120634778696,-0.00121549278008,0.707074805387,0.707136681901
118727480933,1819,118727480933,map,193.752532959,-148.937988281,0.254456043243,0.0010313050575,-0.00103852553884,0.707083938465,0.707128108506
118777480933,1820,118777480933,map,193.752532959,-148.285400391,0.254768788815,0.000853184495231,-0.000859241416383,0.707093500777,0.707119024592
118827480934,1821,118827480934,map,193.752548218,-147.633407593,0.255056977272,0.000689303870923,-0.000694208230515,0.707102250423,0.707110635178
118877480935,1822,118877480935,map,193.752578735,-146.982025146,0.255307793617,0.000546807022493,-0.000550191021955,0.707110239247,0.707102897635
118927480936,1823,118927480936,map,193.752578735,-146.331192017,0.25551867485,0.000426899631265,-0.000429524230005,0.707116395905,0.707096907014
118977480936,1824,118977480936,map,193.752593994,-145.680938721,0.255691558123,0.000328779982652,-0.000330649565918,0.707121250976,0.707092157355
119027480937,1825,119027480937,map,193.752532959,-144.382217407,0.255940467119,0.000187330924284,-0.00018845039355,0.70712634045,0.707087171455
119127480939,1826,119127480939,map,193.752532959,-143.730331421,0.255940437317,0.00018743718148,-0.000188934187251,0.707124598463,0.707088913376
119177480939,1827,119177480939,map,193.7525177,-143.06880188,0.255747318268,0.000297673369469,-0.000299547432688,0.707117451548,0.707095984558
119227480940,1828,119227480940,map,193.7525177,-142.397796631,0.255479067564,0.000450645265109,-0.000453657369479,0.707107341837,0.707105931409
119277480941,1829,119277480941,map,193.752502441,-141.717575073,0.255200952291,0.000608987305437,-0.000613523871161,0.707096675563,0.707116358268
119327480942,1830,119327480942,map,193.752471924,-141.028289795,0.25494608283,0.000753922279499,-0.000759991945076,0.707085987529,0.707126763921
119377480942,1831,119377480942,map,193.752456665,-140.330062866,0.254728227854,0.000877613292833,-0.000885220000341,0.70707647293,0.707135989474
119427480943,1832,119427480943,map,193.752441406,-139.623077393,0.254552602768,0.000977342418861,-0.000986109435231,0.707068429907,0.707143767432
119477480944,1833,119477480944,map,193.752441406,-138.908203125,0.25443226099,0.00104567322731,-0.0010548400394,0.707063010579,0.707148989217
119527480944,1834,119527480944,map,193.752441406,-138.186721802,0.254377961159,0.001076203767,-0.00108575947645,0.70706013891,0.707151767923
119577480945,1835,119577480945,map,193.752441406,-137.459854126,0.254387110472,0.00107087120726,-0.00108004959489,0.707060147653,0.70715177602
119627480946,1836,119627480946,map,193.752441406,-136.72958374,0.254474520683,0.00102101699926,-0.00102942583414,0.707063613002,0.70714846035
119677480947,1837,119677480947,map,193.752456665,-136.0025177,0.254746615887,0.000865554944589,-0.000873170280008,0.707072533149,0.707139958745
119777480948,1838,119777480948,map,193.7525177,-134.589141846,0.256018400192,0.000140740095764,-0.000143751142005,0.707111662719,0.707101871002
119877480950,1840,119877480950,map,193.752609253,-133.263381958,0.257817685604,-0.000883236638494,0.000886930727959,0.707174956025,0.707037491805
119927480950,1841,119927480950,map,193.752685547,-132.6378479,0.258678346872,-0.00137276471155,0.00137959232394,0.707210082493,0.707000786041
119977480951,1842,119977480951,map,193.752731323,-132.038467407,0.259453356266,-0.00181361376951,0.00182348862195,0.707244473199,0.70696438441
120027480952,1843,120027480952,map,193.752731323,-131.46585083,0.260128587484,-0.00219779217065,0.00221017386116,0.707276363857,0.7069302865
120077480953,1844,120077480953,map,193.752716064,-130.920471191,0.260702192783,-0.00252480199626,0.00253854489429,0.707303264173,0.706901176725
120127480953,1845,120127480953,map,193.752685547,-130.402679443,0.261179924011,-0.00279701322914,0.00281246954845,0.70732538193,0.706876984213
120177480954,1846,120177480954,map,193.752670288,-129.912689209,0.261571139097,-0.00302024528108,0.00303666542364,0.707342101906,0.706858407075
120227480955,1847,120227480955,map,193.752670288,-129.4506073,0.261886179447,-0.00320059114081,0.00321709353727,0.707353256589,0.706845652825
